line_no,text_raw,text_clean,text_raw_len,text_clean_len,,
3955,And who knows what may happen?,and who knows what may happen?,32,32,,
3956,"But that
is nothing to us.",but that is nothing to us.,27,26,,
3957,"You know, sister, we agreed long ago never to mention
a word about it.","you know, sister, we agreed long ago never to mention a word about it.",71,70,,
3958,"And so, it is quite certain he is coming?”

“You may depend on it,” replied the other, “for Mrs. Nichols was in
Meryton last night: I saw her passing by, and went out myself on purpose
to know the truth of it; and she told me that it was certainly true.","and so, it is quite certain he is coming?"" ""you may depend on it,"" replied the other, ""for mrs. nichols was in meryton last night: i saw her passing by, and went out myself on purpose to know the truth of it; and she told me that it was certainly true.",257,252,,
3959,"He
comes down on Thursday, at the latest, very likely on Wednesday.","he comes down on thursday, at the latest, very likely on wednesday.",68,67,,
3960,"She was
going to the butcher’s, she told me, on purpose to order in some meat on
Wednesday, and she has got three couple of ducks just fit to be killed.”

Miss Bennet had not been able to hear of his coming without changing
colour.","she was going to the butcher's, she told me, on purpose to order in some meat on wednesday, and she has got three couple of ducks just fit to be killed."" miss bennet had not been able to hear of his coming without changing colour.",236,230,,
3961,"It was many months since she had mentioned his name to
Elizabeth; but now, as soon as they were alone together, she said,--

“I saw you look at me to-day, Lizzy, when my aunt told us of the present
report; and I know I appeared distressed; but don’t imagine it was from
any silly cause.","it was many months since she had mentioned his name to elizabeth; but now, as soon as they were alone together, she said,-- ""i saw you look at me to-day, lizzy, when my aunt told us of the present report; and i know i appeared distressed; but do not imagine it was from any silly because.",291,288,,
3962,"I was only confused for the moment, because I felt that
I should be looked at.","i was only confused for the moment, because i felt that i should be looked at.",81,80,,
3963,"I do assure you that the news does not affect
me either with pleasure or pain.",i do assure you that the news does not affect me either with pleasure or pain.,79,78,,
3964,"I am glad of one thing, that he comes
alone; because we shall see the less of him.","i am glad of one thing, that he comes alone; because we shall see the less of him.",83,82,,
3965,"Not that I am afraid of
_myself_, but I dread other people’s remarks.”

Elizabeth did not know what to make of it.","not that i am afraid of myself_, but i dread other people's remarks."" elizabeth did not know what to make of it.",117,113,,
3966,"Had she not seen him in
Derbyshire, she might have supposed him capable of coming there with no
other view than what was acknowledged; but she still thought him partial
to Jane, and she wavered as to the greater probability of his coming
there with his friend’s permission, or being bold enough to come
without it.","had she not seen him in derbyshire, she might have supposed him capable of coming there with no other view than what was acknowledged; but she still thought him partial to jane, and she wavered as to the greater probability of his coming there with his friend's permission, or being bold enough to come without it.",321,316,,
3967,"“Yet it is hard,” she sometimes thought, “that this poor man cannot come
to a house, which he has legally hired, without raising all this
speculation!","""yet it is hard,"" she sometimes thought, ""that this poor man cannot come to a house, which he has legally hired, without raising all this speculation!",152,150,,
3968,"I will leave him to himself.”

In spite of what her sister declared, and really believed to be her
feelings, in the expectation of his arrival, Elizabeth could easily
perceive that her spirits were affected by it.","i will leave him to himself."" in spite of what her sister declared, and really believed to be her feelings, in the expectation of his arrival, elizabeth could easily perceive that her spirits were affected by it.",219,214,,
3969,"They were more disturbed,
more unequal, than she had often seen them.","they were more disturbed, more unequal, than she had often seen them.",70,69,,
3970,"The subject which had been so warmly canvassed between their parents,
about a twelvemonth ago, was now brought forward again.","the subject which had been so warmly canvassed between their parents, about a twelvemonth ago, was now brought forward again.",126,125,,
3971,"“As soon as ever Mr. Bingley comes, my dear,” said Mrs. Bennet, “you
will wait on him, of course.”

“No, no.","""as soon as ever mr. bingley comes, my dear,"" said mrs. bennet, ""you will wait on him, of course."" ""no, no.",111,107,,
3972,"You forced me into visiting him last year, and promised, if I
went to see him, he should marry one of my daughters.","you forced me into visiting him last year, and promised, if i went to see him, he should marry one of my daughters.",116,115,,
3973,"But it ended in
nothing, and I will not be sent on a fool’s errand again.”

His wife represented to him how absolutely necessary such an attention
would be from all the neighbouring gentlemen, on his returning to
Netherfield.","but it ended in nothing, and i will not be sent on a fool's errand again."" his wife represented to him how absolutely necessary such an attention would be from all the neighbouring gentlemen, on his returning to netherfield.",230,224,,
3974,"“’Tis an etiquette I despise,” said he.","""it is an etiquette i despise,"" said he.",41,42,,
3975,"“If he wants our society, let
him seek it.","""if he wants our society, let him seek it.",43,42,,
3976,He knows where we live.,he knows where we live.,23,23,,
3977,"I will not spend my hours in
running after my neighbours every time they go away and come back
again.”

“Well, all I know is, that it will be abominably rude if you do not wait
on him.","i will not spend my hours in running after my neighbours every time they go away and come back again."" ""well, all i know is, that it will be abominably rude if you do not wait on him.",191,185,,
3978,"But, however, that shan’t prevent my asking him to dine here, I
am determined.","but, however, that shall not prevent my asking him to dine here, i am determined.",79,81,,
3979,We must have Mrs. Long and the Gouldings soon.,we must have mrs. long and the gouldings soon.,46,46,,
3980,"That will
make thirteen with ourselves, so there will be just room at table for
him.”

Consoled by this resolution, she was the better able to bear her
husband’s incivility; though it was very mortifying to know that her
neighbours might all see Mr. Bingley, in consequence of it, before
_they did.","that will make thirteen with ourselves, so there will be just room at table for him."" consoled by this resolution, she was the better able to bear her husband's incivility; though it was very mortifying to know that her neighbours might all see mr. bingley, in consequence of it, before they did.",306,298,,
3981,"As the day of his arrival drew near,--

“I begin to be sorry that he comes at all,” said Jane to her sister.","as the day of his arrival drew near,-- ""i begin to be sorry that he comes at all,"" said jane to her sister.",110,107,,
3982,"“It
would be nothing; I could see him with perfect indifference; but I can
hardly bear to hear it thus perpetually talked of.","""it would be nothing; i could see him with perfect indifference; but i can hardly bear to hear it thus perpetually talked of.",127,125,,
3983,"My mother means well;
but she does not know, no one can know, how much I suffer from what she
says.","my mother means well; but she does not know, no one can know, how much i suffer from what she says.",101,99,,
3984,"Happy shall I be when his stay at Netherfield is over!”

“I wish I could say anything to comfort you,” replied Elizabeth; “but it
is wholly out of my power.","happy shall i be when his stay at netherfield is over!"" ""i wish i could say anything to comfort you,"" replied elizabeth; ""but it is wholly out of my power.",159,155,,
3985,"You must feel it; and the usual satisfaction
of preaching patience to a sufferer is denied me, because you have
always so much.”

Mr. Bingley arrived.","you must feel it; and the usual satisfaction of preaching patience to a sufferer is denied me, because you have always so much."" mr. bingley arrived.",154,149,,
3986,"Mrs. Bennet, through the assistance of servants,
contrived to have the earliest tidings of it, that the period of anxiety
and fretfulness on her side be as long as it could.","mrs. bennet, through the assistance of servants, contrived to have the earliest tidings of it, that the period of anxiety and fretfulness on her side be as long as it could.",175,173,,
3987,"She counted the days
that must intervene before their invitation could be sent--hopeless of
seeing him before.",she counted the days that must intervene before their invitation could be sent--hopeless of seeing him before.,112,110,,
3988,"But on the third morning after his arrival in
Hertfordshire, she saw him from her dressing-room window enter the
paddock, and ride towards the house.","but on the third morning after his arrival in hertfordshire, she saw him from her dressing-room window enter the paddock, and ride towards the house.",151,149,,
3989,Her daughters were eagerly called to partake of her joy.,her daughters were eagerly called to partake of her joy.,56,56,,
3990,"Jane resolutely
kept her place at the table; but Elizabeth, to satisfy her mother, went
to the window--she looked--she saw Mr. Darcy with him, and sat down
again by her sister.","jane resolutely kept her place at the table; but elizabeth, to satisfy her mother, went to the window--she looked--she saw mr. darcy with him, and sat down again by her sister.",179,176,,
3991,"“There is a gentleman with him, mamma,” said Kitty; “who can it be?”

“Some acquaintance or other, my dear, I suppose; I am sure I do not
know.”

“La!” replied Kitty, “it looks just like that man that used to be with
him before.","""there is a gentleman with him, mamma,"" said kitty; ""who can it be?"" ""some acquaintance or other, my dear, i suppose; i am sure i do not know."" ""la!"" replied kitty, ""it looks just like that man that used to be with him before.",234,226,,
3992,"Mr. what’s his name--that tall, proud man.”

“Good gracious!","mr. what is his name--that tall, proud man."" ""good gracious!",62,60,,
3993,Mr.,mr.,3,3,,
3994,"Darcy!--and so it does, I vow.","darcy!--and so it does, i vow.",30,30,,
3995,"Well, any friend of
Mr. Bingley’s will always be welcome here, to be sure; but else I must
say that I hate the very sight of him.”

Jane looked at Elizabeth with surprise and concern.","well, any friend of mr. bingley's will always be welcome here, to be sure; but else i must say that i hate the very sight of him."" jane looked at elizabeth with surprise and concern.",187,182,,
3996,"She knew but little
of their meeting in Derbyshire, and therefore felt for the awkwardness
which must attend her sister, in seeing him almost for the first time
after receiving his explanatory letter.","she knew but little of their meeting in derbyshire, and therefore felt for the awkwardness which must attend her sister, in seeing him almost for the first time after receiving his explanatory letter.",203,200,,
3997,"Both sisters were uncomfortable
enough.",both sisters were uncomfortable enough.,40,39,,
3998,"Each felt for the other, and of course for themselves; and their
mother talked on of her dislike of Mr. Darcy, and her resolution to be
civil to him only as Mr. Bingley’s friend, without being heard by either
of them.","each felt for the other, and of course for themselves; and their mother talked on of her dislike of mr. darcy, and her resolution to be civil to him only as mr. bingley's friend, without being heard by either of them.",220,217,,
3999,"But Elizabeth had sources of uneasiness which could not yet be
suspected by Jane, to whom she had never yet had courage to show Mrs.
Gardiner’s letter, or to relate her own change of sentiment towards
him.","but elizabeth had sources of uneasiness which could not yet be suspected by jane, to whom she had never yet had courage to show mrs. gardiner's letter, or to relate her own change of sentiment towards him.",208,205,,
4000,"To Jane, he could be only a man whose proposals she had refused,
and whose merits she had undervalued; but to her own more extensive
information, he was the person to whom the whole family were indebted
for the first of benefits, and whom she regarded herself with an
interest, if not quite so tender, at least as reasonable and just, as
what Jane felt for Bingley.","to jane, he could be only a man whose proposals she had refused, and whose merits she had undervalued; but to her own more extensive information, he was the person to whom the whole family were indebted for the first of benefits, and whom she regarded herself with an interest, if not quite so tender, at least as reasonable and just, as what jane felt for bingley.",370,365,,
4001,"Her astonishment at his coming--at his
coming to Netherfield, to Longbourn, and voluntarily seeking her again,
was almost equal to what she had known on first witnessing his altered
behaviour in Derbyshire.","her astonishment at his coming--at his coming to netherfield, to longbourn, and voluntarily seeking her again, was almost equal to what she had known on first witnessing his altered behaviour in derbyshire.",209,206,,
4002,"The colour which had been driven from her face returned for half a
minute with an additional glow, and a smile of delight added lustre to
her eyes, as she thought for that space of time that his affection and
wishes must still be unshaken; but she would not be secure.","the colour which had been driven from her face returned for half a minute with an additional glow, and a smile of delight added lustre to her eyes, as she thought for that space of time that his affection and wishes must still be unshaken; but she would not be secure.",271,268,,
4003,"“Let me first see how he behaves,” said she; “it will then be early
enough for expectation.”

She sat intently at work, striving to be composed, and without daring to
lift up her eyes, till anxious curiosity carried them to the face of her
sister as the servant was approaching the door.","""let me first see how he behaves,"" said she; ""it will then be early enough for expectation."" she sat intently at work, striving to be composed, and without daring to lift up her eyes, till anxious curiosity carried them to the face of her sister as the servant was approaching the door.",292,286,,
4004,"Jane looked a little
paler than usual, but more sedate than Elizabeth had expected.","jane looked a little paler than usual, but more sedate than elizabeth had expected.",84,83,,
4005,"On the
gentlemen’s appearing, her colour increased; yet she received them with
tolerable ease, and with a propriety of behaviour equally free from any
symptom of resentment, or any unnecessary complaisance.","on the gentlemen's appearing, her colour increased; yet she received them with tolerable ease, and with a propriety of behaviour equally free from any symptom of resentment, or any unnecessary complaisance.",209,206,,
4006,"Elizabeth said as little to either as civility would allow, and sat down
again to her work, with an eagerness which it did not often command.","elizabeth said as little to either as civility would allow, and sat down again to her work, with an eagerness which it did not often command.",142,141,,
4007,"She
had ventured only one glance at Darcy.",she had ventured only one glance at darcy.,43,42,,
4008,"He looked serious as usual; and,
she thought, more as he had been used to look in Hertfordshire, than as
she had seen him at Pemberley.","he looked serious as usual; and, she thought, more as he had been used to look in hertfordshire, than as she had seen him at pemberley.",137,135,,
4009,"But, perhaps, he could not in her
mother’s presence be what he was before her uncle and aunt.","but, perhaps, he could not in her mother's presence be what he was before her uncle and aunt.",94,93,,
4010,"It was a
painful, but not an improbable, conjecture.","it was a painful, but not an improbable, conjecture.",53,52,,
4011,"Bingley she had likewise seen for an instant, and in that short period
saw him looking both pleased and embarrassed.","bingley she had likewise seen for an instant, and in that short period saw him looking both pleased and embarrassed.",117,116,,
4012,"He was received by Mrs.
Bennet with a degree of civility which made her two daughters ashamed,
especially when contrasted with the cold and ceremonious politeness of
her courtesy and address of his friend.","he was received by mrs. bennet with a degree of civility which made her two daughters ashamed, especially when contrasted with the cold and ceremonious politeness of her courtesy and address of his friend.",208,205,,
4013,"Elizabeth particularly, who knew that her mother owed to the latter the
preservation of her favourite daughter from irremediable infamy, was
hurt and distressed to a most painful degree by a distinction so ill
applied.","elizabeth particularly, who knew that her mother owed to the latter the preservation of her favourite daughter from irremediable infamy, was hurt and distressed to a most painful degree by a distinction so ill applied.",221,218,,
4014,"Darcy, after inquiring of her how Mr. and Mrs. Gardiner did--a question
which she could not answer without confusion--said scarcely anything.","darcy, after inquiring of her how mr. and mrs. gardiner did--a question which she could not answer without confusion--said scarcely anything.",142,141,,
4015,"He
was not seated by her: perhaps that was the reason of his silence; but
it had not been so in Derbyshire.",he was not seated by her: perhaps that was the reason of his silence, but it had not been so in derbyshire.,109,107,
4016,"There he had talked to her friends
when he could not to herself.",there he had talked to her friends when he could not to herself.,65,64,,
4017,"But now several minutes elapsed, without
bringing the sound of his voice; and when occasionally, unable to resist
the impulse of curiosity, she raised her eyes to his face, she as often
found him looking at Jane as at herself, and frequently on no object but
the ground.","but now several minutes elapsed, without bringing the sound of his voice; and when occasionally, unable to resist the impulse of curiosity, she raised her eyes to his face, she as often found him looking at jane as at herself, and frequently on no object but the ground.",274,270,,
4018,"More thoughtfulness and less anxiety to please, than when
they last met, were plainly expressed.","more thoughtfulness and less anxiety to please, than when they last met, were plainly expressed.",97,96,,
4019,"She was disappointed, and angry
with herself for being so.","she was disappointed, and angry with herself for being so.",59,58,,
4020,“Could I expect it to be otherwise?” said she.,"""could i expect it to be otherwise?"" said she.",46,46,,
4021,"“Yet why did he come?”

She was in no humour for conversation with anyone but himself; and to
him she had hardly courage to speak.","""yet why did he come?"" she was in no humour for conversation with anyone but himself; and to him she had hardly courage to speak.",133,129,,
4022,"She inquired after his sister, but could do no more.","she inquired after his sister, but could do no more.",52,52,,
4023,"“It is a long time, Mr. Bingley, since you went away,” said Mrs. Bennet.","""it is a long time, mr. bingley, since you went away,"" said mrs. bennet.",72,72,,
4024,He readily agreed to it.,he readily agreed to it.,24,24,,
4025,“I began to be afraid you would never come back again.,"""i began to be afraid you would never come back again.",54,54,,
4026,"People did say,
you meant to quit the place entirely at Michaelmas; but, however, I hope
it is not true.","people did say, you meant to quit the place entirely at michaelmas; but, however, i hope it is not true.",108,106,,
4027,"A great many changes have happened in the neighbourhood
since you went away.",a great many changes have happened in the neighbourhood since you went away.,77,76,,
4028,"Miss Lucas is married and settled: and one of my
own daughters.",miss lucas is married and settled: and one of my own daughters.,64,63,,
4029,"I suppose you have heard of it; indeed, you must have
seen it in the papers.","i suppose you have heard of it; indeed, you must have seen it in the papers.",77,76,,
4030,"It was in the ‘Times’ and the ‘Courier,’ I know;
though it was not put in as it ought to be.","it was in the 'times' and the 'courier,' i know; though it was not put in as it ought to be.",93,92,,
4031,"It was only said, ‘Lately,
George Wickham, Esq., to Miss Lydia Bennet,’ without there being a
syllable said of her father, or the place where she lived, or anything.","it was only said, 'lately, george wickham, esq., to miss lydia bennet,' without there being a syllable said of her father, or the place where she lived, or anything.",167,165,,
4032,"It was my brother Gardiner’s drawing up, too, and I wonder how he came
to make such an awkward business of it.","it was my brother gardiner's drawing up, too, and i wonder how he came to make such an awkward business of it.",111,110,,
4033,"Did you see it?”

Bingley replied that he did, and made his congratulations.","did you see it?"" bingley replied that he did, and made his congratulations.",78,75,,
4034,"Elizabeth
dared not lift up her eyes.",elizabeth dared not lift up her eyes.,38,37,,
4035,"How Mr. Darcy looked, therefore, she could
not tell.","how mr. darcy looked, therefore, she could not tell.",53,52,,
4036,"“It is a delightful thing, to be sure, to have a daughter well married,”
continued her mother; “but at the same time, Mr. Bingley, it is very
hard to have her taken away from me.","""it is a delightful thing, to be sure, to have a daughter well married,"" continued her mother; ""but at the same time, mr. bingley, it is very hard to have her taken away from me.",180,178,,
4037,"They are gone down to Newcastle, a
place quite northward it seems, and there they are to stay, I do not
know how long.","they are gone down to newcastle, a place quite northward it seems, and there they are to stay, i do not know how long.",120,118,,
4038,"His regiment is there; for I suppose you have heard of
his leaving the ----shire, and of his being gone into the Regulars.","his regiment is there; for i suppose you have heard of his leaving the ----shire, and of his being gone into the regulars.",123,122,,
4039,Thank heaven!,thank heaven!,13,13,,
4040,"he has some friends, though, perhaps, not so many as he
deserves.”

Elizabeth, who knew this to be levelled at Mr. Darcy, was in such misery
of shame that she could hardly keep her seat.","he has some friends, though, perhaps, not so many as he deserves."" elizabeth, who knew this to be levelled at mr. darcy, was in such misery of shame that she could hardly keep her seat.",192,187,,
4041,"It drew from her, however,
the exertion of speaking, which nothing else had so effectually done
before; and she asked Bingley whether he meant to make any stay in the
country at present.","it drew from her, however, the exertion of speaking, which nothing else had so effectually done before; and she asked bingley whether he meant to make any stay in the country at present.",189,186,,
4042,"A few weeks, he believed.","a few weeks, he believed.",25,25,,
4043,"“When you have killed all your own birds, Mr. Bingley,” said her mother,
“I beg you will come here and shoot as many as you please on Mr.
Bennet’s manor.","""when you have killed all your own birds, mr. bingley,"" said her mother, ""i beg you will come here and shoot as many as you please on mr. bennet's manor.",155,153,,
4044,"I am sure he will be vastly happy to oblige you, and
will save all the best of the coveys for you.”

Elizabeth’s misery increased at such unnecessary, such officious
attention!","i am sure he will be vastly happy to oblige you, and will save all the best of the coveys for you."" elizabeth's misery increased at such unnecessary, such officious attention!",180,175,,
4045,"Were the same fair prospect to arise at present, as had
flattered them a year ago, everything, she was persuaded, would be
hastening to the same vexatious conclusion.","were the same fair prospect to arise at present, as had flattered them a year ago, everything, she was persuaded, would be hastening to the same vexatious conclusion.",168,166,,
4046,"At that instant she felt,
that years of happiness could not make Jane or herself amends for
moments of such painful confusion.","at that instant she felt, that years of happiness could not make jane or herself amends for moments of such painful confusion.",128,126,,
4047,"“The first wish of my heart,” said she to herself, “is never more to be
in company with either of them.","""the first wish of my heart,"" said she to herself, ""is never more to be in company with either of them.",104,103,,
4048,"Their society can afford no pleasure
that will atone for such wretchedness as this!",their society can afford no pleasure that will atone for such wretchedness as this!,84,83,,
4049,"Let me never see either
one or the other again!”

Yet the misery, for which years of happiness were to offer no
compensation, received soon afterwards material relief, from observing
how much the beauty of her sister rekindled the admiration of her former
lover.","let me never see either one or the other again!"" yet the misery, for which years of happiness were to offer no compensation, received soon afterwards material relief, from observing how much the beauty of her sister rekindled the admiration of her former lover.",268,261,,
4050,"When first he came in, he had spoken to her but little, but every
five minutes seemed to be giving her more of his attention.","when first he came in, he had spoken to her but little, but every five minutes seemed to be giving her more of his attention.",126,125,,
4051,"He found her
as handsome as she had been last year; as good-natured, and as
unaffected, though not quite so chatty.","he found her as handsome as she had been last year; as good-natured, and as unaffected, though not quite so chatty.",117,115,,
4052,"Jane was anxious that no
difference should be perceived in her at all, and was really persuaded
that she talked as much as ever; but her mind was so busily engaged,
that she did not always know when she was silent.","jane was anxious that no difference should be perceived in her at all, and was really persuaded that she talked as much as ever; but her mind was so busily engaged, that she did not always know when she was silent.",217,214,,
4053,"When the gentlemen rose to go away, Mrs. Bennet was mindful of her
intended civility, and they were invited and engaged to dine at
Longbourn in a few days’ time.","when the gentlemen rose to go away, mrs. bennet was mindful of her intended civility, and they were invited and engaged to dine at longbourn in a few days' time.",163,161,,
4054,"“You are quite a visit in my debt, Mr. Bingley,” she added; “for when
you went to town last winter, you promised to take a family dinner with
us as soon as you returned.","""you are quite a visit in my debt, mr. bingley,"" she added; ""for when you went to town last winter, you promised to take a family dinner with us as soon as you returned.",171,169,,
4055,"I have not forgot, you see; and I assure you
I was very much disappointed that you did not come back and keep your
engagement.”

Bingley looked a little silly at this reflection, and said something of
his concern at having been prevented by business.","i have not forgot, you see; and i assure you i was very much disappointed that you did not come back and keep your engagement."" bingley looked a little silly at this reflection, and said something of his concern at having been prevented by business.",255,249,,
4056,They then went away.,they then went away.,20,20,,
4057,"Mrs. Bennet had been strongly inclined to ask them to stay and dine
there that day; but, though she always kept a very good table, she did
not think anything less than two courses could be good enough for a man
on whom she had such anxious designs, or satisfy the appetite and pride
of one who had ten thousand a year.","mrs. bennet had been strongly inclined to ask them to stay and dine there that day; but, though she always kept a very good table, she did not think anything less than two courses could be good enough for a man on whom she had such anxious designs, or satisfy the appetite and pride of one who had ten thousand a year.",322,318,,
4058,"[Illustration:

     “Jane happened to look round”
]




CHAPTER LIV.","[illustration: ""jane happened to look round"" ] chapter liv.",77,59,,
4059,"As soon as they were gone, Elizabeth walked out to recover her spirits;
or, in other words, to dwell without interruption on those subjects
which must deaden them more.","as soon as they were gone, elizabeth walked out to recover her spirits; or, in other words, to dwell without interruption on those subjects which must deaden them more.",170,168,,
4060,"Mr. Darcy’s behaviour astonished and vexed
her.",mr. darcy's behaviour astonished and vexed her.,48,47,,
4061,"“Why, if he came only to be silent, grave, and indifferent,” said she,
“did he come at all?”

She could settle it in no way that gave her pleasure.","""why, if he came only to be silent, grave, and indifferent,"" said she, ""did he come at all?"" she could settle it in no way that gave her pleasure.",150,146,,
4062,"“He could be still amiable, still pleasing to my uncle and aunt, when he
was in town; and why not to me?","""he could be still amiable, still pleasing to my uncle and aunt, when he was in town; and why not to me?",105,104,,
4063,"If he fears me, why come hither?","if he fears me, why come hither?",32,32,,
4064,"If he
no longer cares for me, why silent?","if he no longer cares for me, why silent?",42,41,,
4065,"Teasing, teasing man!","teasing, teasing man!",21,21,,
4066,"I will think
no more about him.”

Her resolution was for a short time involuntarily kept by the approach
of her sister, who joined her with a cheerful look which showed her
better satisfied with their visitors than Elizabeth.","i will think no more about him."" her resolution was for a short time involuntarily kept by the approach of her sister, who joined her with a cheerful look which showed her better satisfied with their visitors than elizabeth.",230,224,,
4067,"“Now,” said she, “that this first meeting is over, I feel perfectly
easy.","""now,"" said she, ""that this first meeting is over, i feel perfectly easy.",74,73,,
4068,"I know my own strength, and I shall never be embarrassed again by
his coming.","i know my own strength, and i shall never be embarrassed again by his coming.",78,77,,
4069,I am glad he dines here on Tuesday.,i am glad he dines here on tuesday.,35,35,,
4070,"It will then be publicly
seen, that on both sides we meet only as common and indifferent
acquaintance.”

“Yes, very indifferent, indeed,” said Elizabeth, laughingly.","it will then be publicly seen, that on both sides we meet only as common and indifferent acquaintance."" ""yes, very indifferent, indeed,"" said elizabeth, laughingly.",169,164,,
4071,"“Oh, Jane!","""oh, jane!",10,10,,
4072,"take care.”

“My dear Lizzy, you cannot think me so weak as to be in danger now.”

“I think you are in very great danger of making him as much in love with
you as ever.”

They did not see the gentlemen again till Tuesday; and Mrs. Bennet, in
the meanwhile, was giving way to all the happy schemes which the
good-humour and common politeness of Bingley, in half an hour’s visit,
had revived.","take care."" ""my dear lizzy, you cannot think me so weak as to be in danger now."" ""i think you are in very great danger of making him as much in love with you as ever."" they did not see the gentlemen again till tuesday; and mrs. bennet, in the meanwhile, was giving way to all the happy schemes which the good-humour and common politeness of bingley, in half an hour's visit, had revived.",400,387,,
4073,"On Tuesday there was a large party assembled at Longbourn; and the two
who were most anxiously expected, to the credit of their punctuality as
sportsmen, were in very good time.","on tuesday there was a large party assembled at longbourn; and the two who were most anxiously expected, to the credit of their punctuality as sportsmen, were in very good time.",179,177,,
4074,"When they repaired to the
dining-room, Elizabeth eagerly watched to see whether Bingley would take
the place which, in all their former parties, had belonged to him, by
her sister.","when they repaired to the dining-room, elizabeth eagerly watched to see whether bingley would take the place which, in all their former parties, had belonged to him, by her sister.",183,180,,
4075,"Her prudent mother, occupied by the same ideas, forbore to
invite him to sit by herself.","her prudent mother, occupied by the same ideas, forbore to invite him to sit by herself.",89,88,,
4076,"On entering the room, he seemed to
hesitate; but Jane happened to look round, and happened to smile: it was
decided.","on entering the room, he seemed to hesitate; but jane happened to look round, and happened to smile: it was decided.",118,116,,
4077,He placed himself by her.,he placed himself by her.,25,25,,
4078,"Elizabeth, with a triumphant sensation, looked towards his friend.","elizabeth, with a triumphant sensation, looked towards his friend.",66,66,,
4079,"He
bore it with noble indifference; and she would have imagined that
Bingley had received his sanction to be happy, had she not seen his eyes
likewise turned towards Mr. Darcy, with an expression of half-laughing
alarm.","he bore it with noble indifference; and she would have imagined that bingley had received his sanction to be happy, had she not seen his eyes likewise turned towards mr. darcy, with an expression of half-laughing alarm.",223,219,,
4080,"His behaviour to her sister was such during dinnertime as showed an
admiration of her, which, though more guarded than formerly, persuaded
Elizabeth, that, if left wholly to himself, Jane’s happiness, and his
own, would be speedily secured.","his behaviour to her sister was such during dinnertime as showed an admiration of her, which, though more guarded than formerly, persuaded elizabeth, that, if left wholly to himself, jane's happiness, and his own, would be speedily secured.",243,240,,
4081,"Though she dared not depend upon the
consequence, she yet received pleasure from observing his behaviour.","though she dared not depend upon the consequence, she yet received pleasure from observing his behaviour.",106,105,,
4082,"It
gave her all the animation that her spirits could boast; for she was in
no cheerful humour.",it gave her all the animation that her spirits could boast, for she was in no cheerful humour.,96,94,
4083,"Mr. Darcy was almost as far from her as the table
could divide them.",mr. darcy was almost as far from her as the table could divide them.,69,68,,
4084,He was on one side of her mother.,he was on one side of her mother.,33,33,,
4085,"She knew how little
such a situation would give pleasure to either, or make either appear to
advantage.","she knew how little such a situation would give pleasure to either, or make either appear to advantage.",105,103,,
4086,"She was not near enough to hear any of their discourse; but
she could see how seldom they spoke to each other, and how formal and
cold was their manner whenever they did.","she was not near enough to hear any of their discourse; but she could see how seldom they spoke to each other, and how formal and cold was their manner whenever they did.",172,170,,
4087,"Her mother’s ungraciousness
made the sense of what they owed him more painful to Elizabeth’s mind;
and she would, at times, have given anything to be privileged to tell
him, that his kindness was neither unknown nor unfelt by the whole of
the family.","her mother's ungraciousness made the sense of what they owed him more painful to elizabeth's mind; and she would, at times, have given anything to be privileged to tell him, that his kindness was neither unknown nor unfelt by the whole of the family.",254,250,,
4088,"She was in hopes that the evening would afford some opportunity of
bringing them together; that the whole of the visit would not pass away
without enabling them to enter into something more of conversation,
than the mere ceremonious salutation attending his entrance.","she was in hopes that the evening would afford some opportunity of bringing them together; that the whole of the visit would not pass away without enabling them to enter into something more of conversation, than the mere ceremonious salutation attending his entrance.",270,267,,
4089,"Anxious and
uneasy, the period which passed in the drawing-room before the gentlemen
came, was wearisome and dull to a degree that almost made her uncivil.","anxious and uneasy, the period which passed in the drawing-room before the gentlemen came, was wearisome and dull to a degree that almost made her uncivil.",157,155,,
4090,"She looked forward to their entrance as the point on which all her
chance of pleasure for the evening must depend.",she looked forward to their entrance as the point on which all her chance of pleasure for the evening must depend.,115,114,,
4091,"“If he does not come to me, then_,” said she, “I shall give him up for
ever.”

The gentlemen came; and she thought he looked as if he would have
answered her hopes; but, alas!","""if he does not come to me, then_,"" said she, ""i shall give him up for ever."" the gentlemen came; and she thought he looked as if he would have answered her hopes; but, alas!",180,175,,
4092,"the ladies had crowded round the table,
where Miss Bennet was making tea, and Elizabeth pouring out the coffee,
in so close a confederacy, that there was not a single vacancy near her
which would admit of a chair.","the ladies had crowded round the table, where miss bennet was making tea, and elizabeth pouring out the coffee, in so close a confederacy, that there was not a single vacancy near her which would admit of a chair.",216,213,,
4093,"And on the gentlemen’s approaching, one of
the girls moved closer to her than ever, and said, in a whisper,--

“The men shan’t come and part us, I am determined.","and on the gentlemen's approaching, one of the girls moved closer to her than ever, and said, in a whisper,-- ""the men shall not come and part us, i am determined.",164,163,,
4094,"We want none of them;
do we?”

Darcy had walked away to another part of the room.","we want none of them; do we?"" darcy had walked away to another part of the room.",84,80,,
4095,"She followed him with
her eyes, envied everyone to whom he spoke, had scarcely patience enough
to help anybody to coffee, and then was enraged against herself for
being so silly!","she followed him with her eyes, envied everyone to whom he spoke, had scarcely patience enough to help anybody to coffee, and then was enraged against herself for being so silly!",181,178,,
4096,“A man who has once been refused!,"""a man who has once been refused!",33,33,,
4097,"How could I ever be foolish enough to
expect a renewal of his love?",how could i ever be foolish enough to expect a renewal of his love?,68,67,,
